"SUID","interaction","name","selected","shared interaction","shared name"
"657","Unknown","SMC3_HUMAN (Unknown) PDS5B_HUMAN","false","Unknown","SMC3_HUMAN (Unknown) PDS5B_HUMAN"
"658","Unknown","SMC3_HUMAN (Unknown) PDS5A_HUMAN","false","Unknown","SMC3_HUMAN (Unknown) PDS5A_HUMAN"
"659","Unknown","SMC3_HUMAN (Unknown) REC8_HUMAN","false","Unknown","SMC3_HUMAN (Unknown) REC8_HUMAN"
"660","Unknown","SMC3_HUMAN (Unknown) NEK6_HUMAN","false","Unknown","SMC3_HUMAN (Unknown) NEK6_HUMAN"
"661","None","FACD2_HUMAN (None) SUMO2_HUMAN","false","None","FACD2_HUMAN (None) SUMO2_HUMAN"
"662","Unknown","ATM_HUMAN (Unknown) UBP10_HUMAN","false","Unknown","ATM_HUMAN (Unknown) UBP10_HUMAN"
"663","Unknown","ATM_HUMAN (Unknown) TAOK1_HUMAN","false","Unknown","ATM_HUMAN (Unknown) TAOK1_HUMAN"
"664","Unknown","ATM_HUMAN (Unknown) SMC3_HUMAN","false","Unknown","ATM_HUMAN (Unknown) SMC3_HUMAN"
"665","Unknown","ATM_HUMAN (Unknown) HUWE1_HUMAN","false","Unknown","ATM_HUMAN (Unknown) HUWE1_HUMAN"
"666","Unknown","ATM_HUMAN (Unknown) FACD2_HUMAN","false","Unknown","ATM_HUMAN (Unknown) FACD2_HUMAN"
"667","Unknown","MK01_HUMAN (Unknown) RUNX1_HUMAN","false","Unknown","MK01_HUMAN (Unknown) RUNX1_HUMAN"
"668","Activation","MK01_HUMAN (Activation) MKL1_HUMAN","false","Activation","MK01_HUMAN (Activation) MKL1_HUMAN"
"669","Inhibition","MK01_HUMAN (Inhibition) KPRA_HUMAN","false","Inhibition","MK01_HUMAN (Inhibition) KPRA_HUMAN"
"670","Inhibition","MK01_HUMAN (Inhibition) ICK_HUMAN","false","Inhibition","MK01_HUMAN (Inhibition) ICK_HUMAN"
"671","Unknown","MK01_HUMAN (Unknown) ERF_HUMAN","false","Unknown","MK01_HUMAN (Unknown) ERF_HUMAN"
"672","Unknown","MK01_HUMAN (Unknown) CSK21_HUMAN","false","Unknown","MK01_HUMAN (Unknown) CSK21_HUMAN"
"673","Unknown","MK01_HUMAN (Unknown) C2TA_HUMAN","false","Unknown","MK01_HUMAN (Unknown) C2TA_HUMAN"
"674","Inhibition","MK01_HUMAN (Inhibition) ABI1_HUMAN","false","Inhibition","MK01_HUMAN (Inhibition) ABI1_HUMAN"
"675","Inhibition","MK01_HUMAN (Inhibition) DYR1B_HUMAN","false","Inhibition","MK01_HUMAN (Inhibition) DYR1B_HUMAN"
"676","Unknown","ARL6_HUMAN (Unknown) AR6P6_HUMAN","false","Unknown","ARL6_HUMAN (Unknown) AR6P6_HUMAN"
"677","Unknown","AR6P4_HUMAN (Unknown) ARL6_HUMAN","false","Unknown","AR6P4_HUMAN (Unknown) ARL6_HUMAN"
"678","None","ARHGB_HUMAN (None) GSK3A_HUMAN","false","None","ARHGB_HUMAN (None) GSK3A_HUMAN"
"679","None","HTSF1_HUMAN (None) SRSF4_HUMAN","false","None","HTSF1_HUMAN (None) SRSF4_HUMAN"
"680","None","AP3D1_HUMAN (None) HTSF1_HUMAN","false","None","AP3D1_HUMAN (None) HTSF1_HUMAN"
"681","Unknown","ZYX_HUMAN (Unknown) UBL7_HUMAN","false","Unknown","ZYX_HUMAN (Unknown) UBL7_HUMAN"
"682","Unknown","ZYX_HUMAN (Unknown) HIPK3_HUMAN","false","Unknown","ZYX_HUMAN (Unknown) HIPK3_HUMAN"
"683","None","ZYX_HUMAN (None) BCAR1_HUMAN","false","None","ZYX_HUMAN (None) BCAR1_HUMAN"
"684","None","PALLD_HUMAN (None) SPN90_HUMAN","false","None","PALLD_HUMAN (None) SPN90_HUMAN"
"685","Unknown","AKT1_HUMAN (Unknown) ZYX_HUMAN","false","Unknown","AKT1_HUMAN (Unknown) ZYX_HUMAN"
"686","Unknown","AKT1_HUMAN (Unknown) YAP1_HUMAN","false","Unknown","AKT1_HUMAN (Unknown) YAP1_HUMAN"
"687","Unknown","AKT1_HUMAN (Unknown) WNK1_HUMAN","false","Unknown","AKT1_HUMAN (Unknown) WNK1_HUMAN"
"688","Unknown","AKT1_HUMAN (Unknown) RANB3_HUMAN","false","Unknown","AKT1_HUMAN (Unknown) RANB3_HUMAN"
"689","Unknown","AKT1_HUMAN (Unknown) PDCD4_HUMAN","false","Unknown","AKT1_HUMAN (Unknown) PDCD4_HUMAN"
"690","Unknown","AKT1_HUMAN (Unknown) PALLD_HUMAN","false","Unknown","AKT1_HUMAN (Unknown) PALLD_HUMAN"
"691","Unknown","AKT1_HUMAN (Unknown) HJURP_HUMAN","false","Unknown","AKT1_HUMAN (Unknown) HJURP_HUMAN"
"692","Unknown","AKT1_HUMAN (Unknown) ACINU_HUMAN","false","Unknown","AKT1_HUMAN (Unknown) ACINU_HUMAN"
"693","Unknown","AKT1_HUMAN (Unknown) 1433Z_HUMAN","false","Unknown","AKT1_HUMAN (Unknown) 1433Z_HUMAN"
"694","Unknown","KAP2_HUMAN (Unknown) AKAP2_HUMAN","false","Unknown","KAP2_HUMAN (Unknown) AKAP2_HUMAN"
"695","Unknown","KAP2_HUMAN (Unknown) AKAP1_HUMAN","false","Unknown","KAP2_HUMAN (Unknown) AKAP1_HUMAN"
"696","Unknown","KAP2_HUMAN (Unknown) AKA11_HUMAN","false","Unknown","KAP2_HUMAN (Unknown) AKA11_HUMAN"
"697","None","EGFR_HUMAN (None) HGS_HUMAN","false","None","EGFR_HUMAN (None) HGS_HUMAN"
"698","Unknown","EGFR_HUMAN (Unknown) FAK1_HUMAN","false","Unknown","EGFR_HUMAN (Unknown) FAK1_HUMAN"
"699","None","EGFR_HUMAN (None) EPN1_HUMAN","false","None","EGFR_HUMAN (None) EPN1_HUMAN"
"700","Activation","EGFR_HUMAN (Activation) CCD50_HUMAN","false","Activation","EGFR_HUMAN (Activation) CCD50_HUMAN"
"701","None","EGFR_HUMAN (None) CBL_HUMAN","false","None","EGFR_HUMAN (None) CBL_HUMAN"
"702","None","EGFR_HUMAN (None) ATX2_HUMAN","false","None","EGFR_HUMAN (None) ATX2_HUMAN"
"703","Unknown","AKA12_HUMAN (Unknown) KAP2_HUMAN","false","Unknown","AKA12_HUMAN (Unknown) KAP2_HUMAN"
"704","None","AKA12_HUMAN (None) EGFR_HUMAN","false","None","AKA12_HUMAN (None) EGFR_HUMAN"
"705","Unknown","DREB_HUMAN (Unknown) NIPBL_HUMAN","false","Unknown","DREB_HUMAN (Unknown) NIPBL_HUMAN"
"706","Activation","DREB_HUMAN (Activation) MARCS_HUMAN","false","Activation","DREB_HUMAN (Activation) MARCS_HUMAN"
"707","None","ADNP_HUMAN (None) SUMO2_HUMAN","false","None","ADNP_HUMAN (None) SUMO2_HUMAN"
"708","None","ADNP_HUMAN (None) PLCG1_HUMAN","false","None","ADNP_HUMAN (None) PLCG1_HUMAN"
"709","None","AT1A1_HUMAN (None) MK01_HUMAN","false","None","AT1A1_HUMAN (None) MK01_HUMAN"
"710","None","AT1A1_HUMAN (None) EGFR_HUMAN","false","None","AT1A1_HUMAN (None) EGFR_HUMAN"
"711","Inhibition","AT1A1_HUMAN (Inhibition) ADDA_HUMAN","false","Inhibition","AT1A1_HUMAN (Inhibition) ADDA_HUMAN"
"712","Unknown","SUMO2_HUMAN (Unknown) ZMYM4_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) ZMYM4_HUMAN"
"713","Unknown","SUMO2_HUMAN (Unknown) ZKSC1_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) ZKSC1_HUMAN"
"714","None","SUMO2_HUMAN (None) TPR_HUMAN","false","None","SUMO2_HUMAN (None) TPR_HUMAN"
"715","None","SUMO2_HUMAN (None) NUCL_HUMAN","false","None","SUMO2_HUMAN (None) NUCL_HUMAN"
"716","None","SUMO2_HUMAN (None) FNBP4_HUMAN","false","None","SUMO2_HUMAN (None) FNBP4_HUMAN"
"717","Unknown","SUMO2_HUMAN (Unknown) E9PAU2_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) E9PAU2_HUMAN"
"718","Unknown","SUMO2_HUMAN (Unknown) DPP3_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) DPP3_HUMAN"
"719","Unknown","SUMO2_HUMAN (Unknown) SENP3_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) SENP3_HUMAN"
"720","Unknown","SUMO2_HUMAN (Unknown) SCAM3_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) SCAM3_HUMAN"
"721","Unknown","SUMO2_HUMAN (Unknown) RBP2_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) RBP2_HUMAN"
"722","Unknown","SUMO2_HUMAN (Unknown) RBM15_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) RBM15_HUMAN"
"723","Unknown","SUMO2_HUMAN (Unknown) POGZ_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) POGZ_HUMAN"
"724","Unknown","SUMO2_HUMAN (Unknown) PHIP_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) PHIP_HUMAN"
"725","Unknown","SUMO2_HUMAN (Unknown) CLSPN_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) CLSPN_HUMAN"
"726","Unknown","SUMO2_HUMAN (Unknown) CHAP1_HUMAN","false","Unknown","SUMO2_HUMAN (Unknown) CHAP1_HUMAN"
"727","None","ACTB_HUMAN (None) SUMO2_HUMAN","false","None","ACTB_HUMAN (None) SUMO2_HUMAN"
"728","None","ACTB_HUMAN (None) MIPT3_HUMAN","false","None","ACTB_HUMAN (None) MIPT3_HUMAN"
"729","Unknown","CBL_HUMAN (Unknown) ARHG7_HUMAN","false","Unknown","CBL_HUMAN (Unknown) ARHG7_HUMAN"
"730","Unknown","CBL_HUMAN (Unknown) ACTB_HUMAN","false","Unknown","CBL_HUMAN (Unknown) ACTB_HUMAN"
"731","None","ACK1_HUMAN (None) BCAR1_HUMAN","false","None","ACK1_HUMAN (None) BCAR1_HUMAN"
"732","Unknown","T22D4_HUMAN (Unknown) NRBP_HUMAN","false","Unknown","T22D4_HUMAN (Unknown) NRBP_HUMAN"
"733","Unknown","T22D4_HUMAN (Unknown) CCNK_HUMAN","false","Unknown","T22D4_HUMAN (Unknown) CCNK_HUMAN"
"734","Unknown","T22D4_HUMAN (Unknown) ABLM1_HUMAN","false","Unknown","T22D4_HUMAN (Unknown) ABLM1_HUMAN"
"735","None","PLCG1_HUMAN (None) CBL_HUMAN","false","None","PLCG1_HUMAN (None) CBL_HUMAN"
"736","Activation","PLCG1_HUMAN (Activation) ARHGB_HUMAN","false","Activation","PLCG1_HUMAN (Activation) ARHGB_HUMAN"
"737","None","ABL2_HUMAN (None) PLCG1_HUMAN","false","None","ABL2_HUMAN (None) PLCG1_HUMAN"
"738","Unknown","ABL2_HUMAN (Unknown) CRK_HUMAN","false","Unknown","ABL2_HUMAN (Unknown) CRK_HUMAN"
"739","Unknown","ABI2_HUMAN (Unknown) MIPT3_HUMAN","false","Unknown","ABI2_HUMAN (Unknown) MIPT3_HUMAN"
"740","None","TM1L1_HUMAN (None) Q6FIE9_HUMAN","false","None","TM1L1_HUMAN (None) Q6FIE9_HUMAN"
"741","Unknown","TM1L1_HUMAN (Unknown) F208A_HUMAN","false","Unknown","TM1L1_HUMAN (Unknown) F208A_HUMAN"
"742","None","TM1L1_HUMAN (None) EGFR_HUMAN","false","None","TM1L1_HUMAN (None) EGFR_HUMAN"
"743","Unknown","KKCC1_HUMAN (Unknown) KCC1A_HUMAN","false","Unknown","KKCC1_HUMAN (Unknown) KCC1A_HUMAN"
"744","Unknown","CCD53_HUMAN (Unknown) ABI2_HUMAN","false","Unknown","CCD53_HUMAN (Unknown) ABI2_HUMAN"
"745","None","A8K031_HUMAN (None) TM1L1_HUMAN","false","None","A8K031_HUMAN (None) TM1L1_HUMAN"
"746","None","A8K031_HUMAN (None) KKCC1_HUMAN","false","None","A8K031_HUMAN (None) KKCC1_HUMAN"
"747","None","A8K031_HUMAN (None) CCD53_HUMAN","false","None","A8K031_HUMAN (None) CCD53_HUMAN"
"748","Unknown","41_HUMAN (Unknown) PSME3_HUMAN","false","Unknown","41_HUMAN (Unknown) PSME3_HUMAN"
"749","None","WNK1_HUMAN (None) TNAP3_HUMAN","false","None","WNK1_HUMAN (None) TNAP3_HUMAN"
"750","Unknown","WNK1_HUMAN (Unknown) STK39_HUMAN","false","Unknown","WNK1_HUMAN (Unknown) STK39_HUMAN"
"751","None","WNK1_HUMAN (None) GLIS2_HUMAN","false","None","WNK1_HUMAN (None) GLIS2_HUMAN"
"752","None","TBA1A_HUMAN (None) CBL_HUMAN","false","None","TBA1A_HUMAN (None) CBL_HUMAN"
"753","None","SRRM2_HUMAN (None) SUMO2_HUMAN","false","None","SRRM2_HUMAN (None) SUMO2_HUMAN"
"754","Activation","SRRM1_HUMAN (Activation) SRRM2_HUMAN","false","Activation","SRRM1_HUMAN (Activation) SRRM2_HUMAN"
"755","None","SRRM1_HUMAN (None) SRSF6_HUMAN","false","None","SRRM1_HUMAN (None) SRSF6_HUMAN"
"756","None","PRP4B_HUMAN (None) SNUT2_HUMAN","false","None","PRP4B_HUMAN (None) SNUT2_HUMAN"
"757","Unknown","PPIG_HUMAN (Unknown) NKAP_HUMAN","false","Unknown","PPIG_HUMAN (Unknown) NKAP_HUMAN"
"758","Inhibition","PARD3_HUMAN (Inhibition) PSME3_HUMAN","false","Inhibition","PARD3_HUMAN (Inhibition) PSME3_HUMAN"
"759","Unknown","PARD3_HUMAN (Unknown) AMOT_HUMAN","false","Unknown","PARD3_HUMAN (Unknown) AMOT_HUMAN"
"760","None","NELFE_HUMAN (None) WDR48_HUMAN","false","None","NELFE_HUMAN (None) WDR48_HUMAN"
"761","Unknown","MARK2_HUMAN (Unknown) PARD3_HUMAN","false","Unknown","MARK2_HUMAN (Unknown) PARD3_HUMAN"
"762","None","BCLF1_HUMAN (None) EGFR_HUMAN","false","None","BCLF1_HUMAN (None) EGFR_HUMAN"
"763","Unknown","AFAD_HUMAN (Unknown) ZO1_HUMAN","false","Unknown","AFAD_HUMAN (Unknown) ZO1_HUMAN"
"764","Unknown","AFAD_HUMAN (Unknown) RRAS2_HUMAN","false","Unknown","AFAD_HUMAN (Unknown) RRAS2_HUMAN"
"765","Unknown","AFAD_HUMAN (Unknown) DREB_HUMAN","false","Unknown","AFAD_HUMAN (Unknown) DREB_HUMAN"
"766","Unknown","1433G_HUMAN (Unknown) TRA2A_HUMAN","false","Unknown","1433G_HUMAN (Unknown) TRA2A_HUMAN"
"767","Unknown","1433G_HUMAN (Unknown) SMAG2_HUMAN","false","Unknown","1433G_HUMAN (Unknown) SMAG2_HUMAN"
"768","Unknown","1433G_HUMAN (Unknown) FA53C_HUMAN","false","Unknown","1433G_HUMAN (Unknown) FA53C_HUMAN"
"769","Unknown","1433G_HUMAN (Unknown) ZO2_HUMAN","false","Unknown","1433G_HUMAN (Unknown) ZO2_HUMAN"
"770","Unknown","1433G_HUMAN (Unknown) ZN638_HUMAN","false","Unknown","1433G_HUMAN (Unknown) ZN638_HUMAN"
"771","Unknown","1433G_HUMAN (Unknown) ZCH18_HUMAN","false","Unknown","1433G_HUMAN (Unknown) ZCH18_HUMAN"
"772","None","1433G_HUMAN (None) YAP1_HUMAN","false","None","1433G_HUMAN (None) YAP1_HUMAN"
"773","None","1433G_HUMAN (None) WNK1_HUMAN","false","None","1433G_HUMAN (None) WNK1_HUMAN"
"774","None","1433G_HUMAN (None) TBA1A_HUMAN","false","None","1433G_HUMAN (None) TBA1A_HUMAN"
"775","None","1433G_HUMAN (None) SRRM2_HUMAN","false","None","1433G_HUMAN (None) SRRM2_HUMAN"
"776","None","1433G_HUMAN (None) SRRM1_HUMAN","false","None","1433G_HUMAN (None) SRRM1_HUMAN"
"777","None","1433G_HUMAN (None) SPN90_HUMAN","false","None","1433G_HUMAN (None) SPN90_HUMAN"
"778","None","1433G_HUMAN (None) PRP4B_HUMAN","false","None","1433G_HUMAN (None) PRP4B_HUMAN"
"779","Unknown","1433G_HUMAN (Unknown) PPR3D_HUMAN","false","Unknown","1433G_HUMAN (Unknown) PPR3D_HUMAN"
"780","Unknown","1433G_HUMAN (Unknown) PPIG_HUMAN","false","Unknown","1433G_HUMAN (Unknown) PPIG_HUMAN"
"781","None","1433G_HUMAN (None) PARD3_HUMAN","false","None","1433G_HUMAN (None) PARD3_HUMAN"
"782","Unknown","1433G_HUMAN (Unknown) PANK2_HUMAN","false","Unknown","1433G_HUMAN (Unknown) PANK2_HUMAN"
"783","None","1433G_HUMAN (None) NELFE_HUMAN","false","None","1433G_HUMAN (None) NELFE_HUMAN"
"784","None","1433G_HUMAN (None) MARK2_HUMAN","false","None","1433G_HUMAN (None) MARK2_HUMAN"
"785","Unknown","1433G_HUMAN (Unknown) LSR_HUMAN","false","Unknown","1433G_HUMAN (Unknown) LSR_HUMAN"
"786","Unknown","1433G_HUMAN (Unknown) LARP1_HUMAN","false","Unknown","1433G_HUMAN (Unknown) LARP1_HUMAN"
"787","Unknown","1433G_HUMAN (Unknown) KLC4_HUMAN","false","Unknown","1433G_HUMAN (Unknown) KLC4_HUMAN"
"788","None","1433G_HUMAN (None) GSK3A_HUMAN","false","None","1433G_HUMAN (None) GSK3A_HUMAN"
"789","Unknown","1433G_HUMAN (Unknown) E41L2_HUMAN","false","Unknown","1433G_HUMAN (Unknown) E41L2_HUMAN"
"790","Unknown","1433G_HUMAN (Unknown) CLAP1_HUMAN","false","Unknown","1433G_HUMAN (Unknown) CLAP1_HUMAN"
"791","None","1433G_HUMAN (None) BCLF1_HUMAN","false","None","1433G_HUMAN (None) BCLF1_HUMAN"
"792","None","1433G_HUMAN (None) ARHG7_HUMAN","false","None","1433G_HUMAN (None) ARHG7_HUMAN"
"793","Unknown","1433G_HUMAN (Unknown) ANS1A_HUMAN","false","Unknown","1433G_HUMAN (Unknown) ANS1A_HUMAN"
"794","Unknown","1433G_HUMAN (Unknown) AFAD_HUMAN","false","Unknown","1433G_HUMAN (Unknown) AFAD_HUMAN"
"795","None","1433G_HUMAN (None) ACINU_HUMAN","false","None","1433G_HUMAN (None) ACINU_HUMAN"
